calendar_date,Point,Site,value,scale
2019-10-13,NE,sandstone,NA,1
2019-10-13,NE,grass,NA,1
2019-10-13,NE,renosterveld,NA,1
2019-10-13,NW,sand,NA,1
2019-10-13,NW,invasion,NA,1
2019-10-13,NW,grass,NA,1
2019-10-13,NW,renosterveld,NA,1
2019-10-15,SE,limestone,0.4501992,1
2019-10-15,SE,sand,0.3687043,1
2019-10-15,SE,invasion,0.8555799,1
2019-10-15,SE,sandstone,0.554925,1
2019-10-15,SE,grass,0.4780168,1
2019-10-15,SE,renosterveld,0.4090127,1
2019-10-15,SW,limestone,0.4455733,1
2019-10-15,SW,sand,0.520362,1
2019-10-15,SW,invasion,0.8073363,1
2019-10-15,SW,sandstone,0.5225595,1
2019-10-15,SW,grass,0.6060398,1
2019-10-15,SW,renosterveld,0.3870968,1
2019-10-15,NW,limestone,0.4621295,1
2019-10-15,NW,sandstone,0.5034911,1
2019-10-15,NE,limestone,0.4686869,1
2019-10-15,NE,sand,0.5017143,1
2019-10-15,NE,invasion,0.7608057,1
2019-10-15,NE,sandstone,0.5226153,1
2019-10-15,NE,grass,0.4552957,1
2019-10-15,NE,renosterveld,0.3850454,1
2019-10-15,NW,sand,0.4858437,1
2019-10-15,NW,invasion,0.7486609,1
2019-10-15,NW,grass,0.635244,1
2019-10-15,NW,renosterveld,0.3863476,1
2019-10-18,SE,limestone,NA,1
2019-10-18,SE,sand,0.3141153,1
2019-10-18,SE,invasion,0.774398,1
2019-10-18,SE,sandstone,0.3977498,1
2019-10-18,SE,grass,0.2935822,1
2019-10-18,SE,renosterveld,0.2683897,1
2019-10-18,SW,limestone,NA,1
2019-10-18,SW,sand,NA,1
2019-10-18,SW,invasion,0.7273091,1
2019-10-18,SW,sandstone,0.4195323,1
2019-10-18,SW,grass,0.5816464,1
2019-10-18,SW,renosterveld,0.2324074,1
2019-10-18,NW,limestone,NA,1
2019-10-18,NW,sandstone,0.4333868,1
2019-10-18,NE,limestone,NA,1
2019-10-18,NE,sand,0.2635052,1
2019-10-18,NE,invasion,0.6922034,1
2019-10-18,NE,sandstone,0.4395654,1
2019-10-18,NE,grass,0.2525667,1
2019-10-18,NE,renosterveld,0.2624292,1
2019-10-18,NW,sand,NA,1
2019-10-18,NW,invasion,0.6915696,1
2019-10-18,NW,grass,0.5879397,1
2019-10-18,NW,renosterveld,0.3700737,1
2019-10-20,SE,limestone,-0.009654063,1
2019-10-20,SE,sand,NA,1
2019-10-20,SE,invasion,NA,1
2019-10-20,SE,sandstone,NA,1
2019-10-20,SE,grass,NA,1
2019-10-20,SE,renosterveld,NA,1
2019-10-20,SW,limestone,NA,1
2019-10-20,SW,sand,NA,1
2019-10-20,SW,invasion,NA,1
2019-10-20,SW,sandstone,NA,1
2019-10-20,SW,grass,NA,1
2019-10-20,SW,renosterveld,NA,1
2019-10-20,NW,limestone,NA,1
2019-10-20,NW,sandstone,NA,1
2019-10-20,NE,limestone,NA,1
2019-10-20,NE,sand,NA,1
2019-10-20,NE,invasion,NA,1
2019-10-20,NE,sandstone,NA,1
2019-10-20,NE,grass,NA,1
2019-10-20,NE,renosterveld,NA,1
2019-10-20,NW,sand,NA,1
2019-10-20,NW,invasion,NA,1
2019-10-20,NW,grass,NA,1
2019-10-20,NW,renosterveld,NA,1
2019-10-23,SE,limestone,NA,1
2019-10-23,SE,sand,NA,1
2019-10-23,SE,invasion,NA,1
2019-10-23,SE,sandstone,NA,1
2019-10-23,SE,grass,NA,1
2019-10-23,SE,renosterveld,NA,1
2019-10-23,SW,limestone,NA,1
2019-10-23,SW,sand,NA,1
2019-10-23,SW,invasion,NA,1
2019-10-23,SW,sandstone,NA,1
2019-10-23,SW,grass,NA,1
2019-10-23,SW,renosterveld,NA,1
2019-10-23,NW,limestone,NA,1
2019-10-23,NW,sandstone,NA,1
2019-10-23,NE,limestone,NA,1
2019-10-23,NE,sand,NA,1
2019-10-23,NE,invasion,NA,1
2019-10-23,NE,sandstone,NA,1
2019-10-23,NE,grass,NA,1
2019-10-23,NE,renosterveld,NA,1
2019-10-23,NW,sand,NA,1
2019-10-23,NW,invasion,NA,1
2019-10-23,NW,grass,NA,1
2019-10-23,NW,renosterveld,NA,1
2019-10-25,SE,limestone,NA,1
2019-10-25,SE,sand,NA,1
2019-10-25,SE,invasion,NA,1
2019-10-25,SE,sandstone,NA,1
2019-10-25,SE,grass,NA,1
2019-10-25,SE,renosterveld,NA,1
2019-10-25,SW,limestone,NA,1
2019-10-25,SW,sand,NA,1
2019-10-25,SW,invasion,NA,1
2019-10-25,SW,sandstone,NA,1
2019-10-25,SW,grass,NA,1
2019-10-25,SW,renosterveld,NA,1
2019-10-25,NW,limestone,NA,1
2019-10-25,NW,sandstone,NA,1
2019-10-25,NE,limestone,NA,1
2019-10-25,NE,sand,NA,1
2019-10-25,NE,invasion,NA,1
2019-10-25,NE,sandstone,NA,1
2019-10-25,NE,grass,NA,1
2019-10-25,NE,renosterveld,NA,1
2019-10-25,NW,sand,NA,1
2019-10-25,NW,invasion,NA,1
2019-10-25,NW,grass,NA,1
2019-10-25,NW,renosterveld,NA,1
2019-10-28,SE,limestone,NA,1
2019-10-28,SE,sand,0.2904412,1
2019-10-28,SE,invasion,NA,1
2019-10-28,SE,sandstone,NA,1
2019-10-28,SE,grass,NA,1
2019-10-28,SE,renosterveld,NA,1
2019-10-28,SW,limestone,NA,1
2019-10-28,SW,sand,0.257485,1
2019-10-28,SW,invasion,NA,1
2019-10-28,SW,sandstone,NA,1
2019-10-28,SW,grass,NA,1
2019-10-28,SW,renosterveld,NA,1
2019-10-28,NW,limestone,NA,1
2019-10-28,NW,sandstone,NA,1
2019-10-28,NE,limestone,NA,1
2019-10-28,NE,sand,0.2927711,1
2019-10-28,NE,invasion,NA,1
2019-10-28,NE,sandstone,NA,1
2019-10-28,NE,grass,NA,1
2019-10-28,NE,renosterveld,NA,1
2019-10-28,NW,sand,NA,1
2019-10-28,NW,invasion,NA,1
2019-10-28,NW,grass,NA,1
2019-10-28,NW,renosterveld,NA,1
2019-10-30,SE,limestone,NA,1
2019-10-30,SE,sand,NA,1
2019-10-30,SE,invasion,0.5963673,1
2019-10-30,SE,sandstone,0.4948097,1
2019-10-30,SE,grass,0.5166071,1
2019-10-30,SE,renosterveld,NA,1
2019-10-30,SW,limestone,NA,1
2019-10-30,SW,sand,NA,1
2019-10-30,SW,invasion,NA,1
2019-10-30,SW,sandstone,0.4379188,1
2019-10-30,SW,grass,0.5497925,1
2019-10-30,SW,renosterveld,NA,1
2019-10-30,NW,limestone,NA,1
2019-10-30,NW,sandstone,0.4577259,1
2019-10-30,NE,limestone,NA,1
2019-10-30,NE,sand,NA,1
2019-10-30,NE,invasion,0.6667633,1
2019-10-30,NE,sandstone,0.423622,1
2019-10-30,NE,grass,0.4122846,1
2019-10-30,NE,renosterveld,NA,1
2019-10-30,NW,sand,NA,1
2019-10-30,NW,invasion,0.6128275,1
2019-10-30,NW,grass,0.622871,1
2019-10-30,NW,renosterveld,NA,1
2019-11-02,SE,limestone,0.4466277,1
2019-11-02,SE,sand,0.415995,1
2019-11-02,SE,invasion,0.7932248,1
2019-11-02,SE,sandstone,0.521576,1
2019-11-02,SE,grass,0.5077915,1
2019-11-02,SE,renosterveld,0.4125317,1
2019-11-02,SW,limestone,0.4500837,1
2019-11-02,SW,sand,0.3505821,1
2019-11-02,SW,invasion,0.7296313,1
2019-11-02,SW,sandstone,0.4798464,1
2019-11-02,SW,grass,0.6266145,1
2019-11-02,SW,renosterveld,0.3944249,1
2019-11-02,NW,limestone,0.5213575,1
2019-11-02,NW,sandstone,0.4936709,1
2019-11-02,NE,limestone,0.458613,1
2019-11-02,NE,sand,0.4721003,1
2019-11-02,NE,invasion,0.7162162,1
2019-11-02,NE,sandstone,0.483871,1
2019-11-02,NE,grass,0.445271,1
2019-11-02,NE,renosterveld,0.3804607,1
2019-11-02,NW,sand,0.4710448,1
2019-11-02,NW,invasion,0.7024555,1
2019-11-02,NW,grass,0.6726482,1
2019-11-02,NW,renosterveld,0.3805855,1
2019-11-04,SE,limestone,0.4372375,1
2019-11-04,SE,sand,0.4028092,1
2019-11-04,SE,invasion,0.8082607,1
2019-11-04,SE,sandstone,0.4976959,1
2019-11-04,SE,grass,0.4417965,1
2019-11-04,SE,renosterveld,0.3923077,1
2019-11-04,SW,limestone,0.4098361,1
2019-11-04,SW,sand,0.447099,1
2019-11-04,SW,invasion,0.7066069,1
2019-11-04,SW,sandstone,0.4666667,1
2019-11-04,SW,grass,0.5945859,1
2019-11-04,SW,renosterveld,0.356492,1
2019-11-04,NW,limestone,0.4362078,1
2019-11-04,NW,sandstone,0.4754473,1
2019-11-04,NE,limestone,0.4295206,1
2019-11-04,NE,sand,0.4436878,1
2019-11-04,NE,invasion,0.7038875,1
2019-11-04,NE,sandstone,0.4510621,1
2019-11-04,NE,grass,0.4026448,1
2019-11-04,NE,renosterveld,0.3486486,1
2019-11-04,NW,sand,0.4441088,1
2019-11-04,NW,invasion,0.6928,1
2019-11-04,NW,grass,0.6014932,1
2019-11-04,NW,renosterveld,0.3360215,1
2019-11-07,SE,limestone,NA,1
2019-11-07,SE,sand,NA,1
2019-11-07,SE,invasion,NA,1
2019-11-07,SE,sandstone,NA,1
2019-11-07,SE,grass,NA,1
2019-11-07,SE,renosterveld,NA,1
2019-11-07,SW,limestone,NA,1
2019-11-07,SW,sand,NA,1
2019-11-07,SW,invasion,NA,1
2019-11-07,SW,sandstone,NA,1
2019-11-07,SW,grass,NA,1
2019-11-07,SW,renosterveld,NA,1
2019-11-07,NW,limestone,NA,1
2019-11-07,NW,sandstone,NA,1
2019-11-07,NE,limestone,NA,1
2019-11-07,NE,sand,NA,1
2019-11-07,NE,invasion,NA,1
2019-11-07,NE,sandstone,NA,1
2019-11-07,NE,grass,NA,1
2019-11-07,NE,renosterveld,NA,1
2019-11-07,NW,sand,NA,1
2019-11-07,NW,invasion,NA,1
2019-11-07,NW,grass,NA,1
2019-11-07,NW,renosterveld,NA,1
2019-11-09,SE,limestone,0.4102666,1
2019-11-09,SE,sand,0.3777388,1
2019-11-09,SE,invasion,NA,1
2019-11-09,SE,sandstone,0.503309,1
2019-11-09,SE,grass,0.4259184,1
2019-11-09,SE,renosterveld,0.4425908,1
2019-11-09,SW,limestone,0.3977048,1
2019-11-09,SW,sand,0.4470588,1
2019-11-09,SW,invasion,NA,1
2019-11-09,SW,sandstone,0.4460916,1
2019-11-09,SW,grass,0.5623583,1
2019-11-09,SW,renosterveld,0.3768939,1
2019-11-09,NW,limestone,0.4519513,1
2019-11-09,NW,sandstone,0.4428619,1
2019-11-09,NE,limestone,0.4274062,1
2019-11-09,NE,sand,0.4391805,1
2019-11-09,NE,invasion,NA,1
2019-11-09,NE,sandstone,0.4393064,1
2019-11-09,NE,grass,0.3593179,1
2019-11-09,NE,renosterveld,0.3002364,1
2019-11-09,NW,sand,0.4412331,1
2019-11-09,NW,invasion,0.6479105,1
2019-11-09,NW,grass,0.5858268,1
2019-11-09,NW,renosterveld,0.3321123,1
2019-11-12,SE,limestone,NA,1
2019-11-12,SE,sand,NA,1
2019-11-12,SE,invasion,NA,1
2019-11-12,SE,sandstone,NA,1
2019-11-12,SE,grass,NA,1
2019-11-12,SE,renosterveld,NA,1
2019-11-12,SW,limestone,NA,1
2019-11-12,SW,sand,NA,1
2019-11-12,SW,invasion,NA,1
2019-11-12,SW,sandstone,NA,1
2019-11-12,SW,grass,NA,1
2019-11-12,SW,renosterveld,NA,1
2019-11-12,NW,limestone,NA,1
2019-11-12,NW,sandstone,NA,1
2019-11-12,NE,limestone,NA,1
2019-11-12,NE,sand,NA,1
2019-11-12,NE,invasion,NA,1
2019-11-12,NE,sandstone,NA,1
2019-11-12,NE,grass,NA,1
2019-11-12,NE,renosterveld,NA,1
2019-11-12,NW,sand,NA,1
2019-11-12,NW,invasion,NA,1
2019-11-12,NW,grass,NA,1
2019-11-12,NW,renosterveld,NA,1
2019-11-14,SE,limestone,NA,1
2019-11-14,SE,sand,NA,1
2019-11-14,SE,invasion,NA,1
2019-11-14,SE,sandstone,NA,1
2019-11-14,SE,grass,NA,1
2019-11-14,SE,renosterveld,NA,1
2019-11-14,SW,limestone,NA,1
2019-11-14,SW,sand,NA,1
2019-11-14,SW,invasion,NA,1
2019-11-14,SW,sandstone,NA,1
2019-11-14,SW,grass,NA,1
2019-11-14,SW,renosterveld,NA,1
2019-11-14,NW,limestone,NA,1
2019-11-14,NW,sandstone,NA,1
2019-11-14,NE,limestone,NA,1
2019-11-14,NE,sand,NA,1
2019-11-14,NE,invasion,NA,1
2019-11-14,NE,sandstone,NA,1
2019-11-14,NE,grass,NA,1
2019-11-14,NE,renosterveld,NA,1
2019-11-14,NW,sand,NA,1
2019-11-14,NW,invasion,NA,1
2019-11-14,NW,grass,NA,1
2019-11-14,NW,renosterveld,NA,1
2019-11-17,SE,limestone,0.4229867,1
2019-11-17,SE,sand,NA,1
2019-11-17,SE,invasion,NA,1
2019-11-17,SE,sandstone,NA,1
2019-11-17,SE,grass,NA,1
2019-11-17,SE,renosterveld,0.3897898,1
2019-11-17,SW,limestone,0.2605976,1
2019-11-17,SW,sand,NA,1
2019-11-17,SW,invasion,NA,1
2019-11-17,SW,sandstone,NA,1
2019-11-17,SW,grass,NA,1
2019-11-17,SW,renosterveld,0.3895539,1
2019-11-17,NW,limestone,0.321608,1
2019-11-17,NW,sandstone,NA,1
2019-11-17,NE,limestone,0.4776601,1
2019-11-17,NE,sand,NA,1
2019-11-17,NE,invasion,NA,1
2019-11-17,NE,sandstone,NA,1
2019-11-17,NE,grass,NA,1
2019-11-17,NE,renosterveld,0.3567398,1
2019-11-17,NW,sand,NA,1
2019-11-17,NW,invasion,NA,1
2019-11-17,NW,grass,0.3183605,1
2019-11-17,NW,renosterveld,0.3728549,1
2019-11-19,SE,limestone,0.4340949,1
2019-11-19,SE,sand,0.3627812,1
2019-11-19,SE,invasion,0.7581662,1
2019-11-19,SE,sandstone,0.4431239,1
2019-11-19,SE,grass,0.4604285,1
2019-11-19,SE,renosterveld,0.3869894,1
2019-11-19,SW,limestone,0.4079861,1
2019-11-19,SW,sand,0.4743363,1
2019-11-19,SW,invasion,0.7013333,1
2019-11-19,SW,sandstone,0.4508475,1
2019-11-19,SW,grass,0.599781,1
2019-11-19,SW,renosterveld,0.3679954,1
2019-11-19,NW,limestone,0.4463277,1
2019-11-19,NW,sandstone,0.3652174,1
2019-11-19,NE,limestone,0.448951,1
2019-11-19,NE,sand,0.4434948,1
2019-11-19,NE,invasion,0.6943367,1
2019-11-19,NE,sandstone,0.3948812,1
2019-11-19,NE,grass,0.322984,1
2019-11-19,NE,renosterveld,0.3426752,1
2019-11-19,NW,sand,0.4281879,1
2019-11-19,NW,invasion,0.6746411,1
2019-11-19,NW,grass,0.5929453,1
2019-11-19,NW,renosterveld,0.3637937,1
2019-11-22,SE,limestone,0.4507885,1
2019-11-22,SE,sand,0.435395,1
2019-11-22,SE,invasion,0.7879761,1
2019-11-22,SE,sandstone,0.5070028,1
2019-11-22,SE,grass,0.5148599,1
2019-11-22,SE,renosterveld,0.3974175,1
2019-11-22,SW,limestone,0.4515599,1
2019-11-22,SW,sand,0.4351288,1
2019-11-22,SW,invasion,0.7129715,1
2019-11-22,SW,sandstone,0.4573643,1
2019-11-22,SW,grass,0.6256684,1
2019-11-22,SW,renosterveld,0.3841604,1
2019-11-22,NW,limestone,0.4801153,1
2019-11-22,NW,sandstone,0.4720764,1
2019-11-22,NE,limestone,0.4465195,1
2019-11-22,NE,sand,0.4384475,1
2019-11-22,NE,invasion,0.7208855,1
2019-11-22,NE,sandstone,0.4387755,1
2019-11-22,NE,grass,0.4155807,1
2019-11-22,NE,renosterveld,0.3750495,1
2019-11-22,NW,sand,0.4594595,1
2019-11-22,NW,invasion,0.6923077,1
2019-11-22,NW,grass,0.656817,1
2019-11-22,NW,renosterveld,0.3739992,1
2019-11-24,SE,limestone,0.3515982,1
2019-11-24,SE,sand,NA,1
2019-11-24,SE,invasion,NA,1
2019-11-24,SE,sandstone,NA,1
2019-11-24,SE,grass,0.4465457,1
2019-11-24,SE,renosterveld,0.3500534,1
2019-11-24,SW,limestone,0.3572052,1
2019-11-24,SW,sand,NA,1
2019-11-24,SW,invasion,NA,1
2019-11-24,SW,sandstone,0.1910543,1
2019-11-24,SW,grass,0.4949597,1
2019-11-24,SW,renosterveld,0.3438424,1
2019-11-24,NW,limestone,0.3990235,1
2019-11-24,NW,sandstone,0.3588151,1
2019-11-24,NE,limestone,0.3399192,1
2019-11-24,NE,sand,NA,1
2019-11-24,NE,invasion,NA,1
2019-11-24,NE,sandstone,0.3384615,1
2019-11-24,NE,grass,0.3322671,1
2019-11-24,NE,renosterveld,0.3247813,1
2019-11-24,NW,sand,NA,1
2019-11-24,NW,invasion,NA,1
2019-11-24,NW,grass,0.4568289,1
2019-11-24,NW,renosterveld,0.3225434,1
2019-11-27,SE,limestone,0.4545455,1
2019-11-27,SE,sand,0.3612903,1
2019-11-27,SE,invasion,0.7777778,1
2019-11-27,SE,sandstone,0.4934537,1
2019-11-27,SE,grass,0.4741884,1
2019-11-27,SE,renosterveld,0.3995801,1
2019-11-27,SW,limestone,0.4229167,1
2019-11-27,SW,sand,0.4176726,1
2019-11-27,SW,invasion,0.7120281,1
2019-11-27,SW,sandstone,0.4680259,1
2019-11-27,SW,grass,0.611623,1
2019-11-27,SW,renosterveld,0.3664596,1
2019-11-27,NW,limestone,0.474899,1
2019-11-27,NW,sandstone,0.4427107,1
2019-11-27,NE,limestone,0.448462,1
2019-11-27,NE,sand,0.4353623,1
2019-11-27,NE,invasion,0.6815053,1
2019-11-27,NE,sandstone,0.4435798,1
2019-11-27,NE,grass,0.3896104,1
2019-11-27,NE,renosterveld,0.3527436,1
2019-11-27,NW,sand,0.4417863,1
2019-11-27,NW,invasion,0.6637494,1
2019-11-27,NW,grass,0.6337761,1
2019-11-27,NW,renosterveld,0.35236,1
2019-11-29,SE,limestone,0.431107,1
2019-11-29,SE,sand,0.3375508,1
2019-11-29,SE,invasion,0.7991535,1
2019-11-29,SE,sandstone,0.5042603,1
2019-11-29,SE,grass,0.4215268,1
2019-11-29,SE,renosterveld,0.377492,1
2019-11-29,SW,limestone,0.4072072,1
2019-11-29,SW,sand,0.4968855,1
2019-11-29,SW,invasion,0.7070938,1
2019-11-29,SW,sandstone,0.4615385,1
2019-11-29,SW,grass,0.6222988,1
2019-11-29,SW,renosterveld,0.3532058,1
2019-11-29,NW,limestone,0.4707071,1
2019-11-29,NW,sandstone,0.4672162,1
2019-11-29,NE,limestone,0.4500239,1
2019-11-29,NE,sand,0.4436401,1
2019-11-29,NE,invasion,0.705298,1
2019-11-29,NE,sandstone,0.4560462,1
2019-11-29,NE,grass,0.3556086,1
2019-11-29,NE,renosterveld,0.3579336,1
2019-11-29,NW,sand,0.4578199,1
2019-11-29,NW,invasion,0.6624606,1
2019-11-29,NW,grass,0.648047,1
2019-11-29,NW,renosterveld,0.347898,1
2019-12-02,SE,limestone,0.4233655,1
2019-12-02,SE,sand,0.3723653,1
2019-12-02,SE,invasion,0.7929078,1
2019-12-02,SE,sandstone,0.4971537,1
2019-12-02,SE,grass,0.3933702,1
2019-12-02,SE,renosterveld,0.3673842,1
2019-12-02,SW,limestone,0.4025974,1
2019-12-02,SW,sand,0.3705335,1
2019-12-02,SW,invasion,0.694291,1
2019-12-02,SW,sandstone,0.4576962,1
2019-12-02,SW,grass,0.6189759,1
2019-12-02,SW,renosterveld,0.329581,1
2019-12-02,NW,limestone,0.5140299,1
2019-12-02,NW,sandstone,0.4463602,1
2019-12-02,NE,limestone,0.458613,1
2019-12-02,NE,sand,0.4175692,1
2019-12-02,NE,invasion,0.6911046,1
2019-12-02,NE,sandstone,0.4375971,1
2019-12-02,NE,grass,0.3411633,1
2019-12-02,NE,renosterveld,0.3277439,1
2019-12-02,NW,sand,0.4403471,1
2019-12-02,NW,invasion,0.6889784,1
2019-12-02,NW,grass,0.6463712,1
2019-12-02,NW,renosterveld,0.3388617,1
2019-12-04,SE,limestone,NA,1
2019-12-04,SE,sand,0.2982063,1
2019-12-04,SE,invasion,NA,1
2019-12-04,SE,sandstone,0.3666515,1
2019-12-04,SE,grass,NA,1
2019-12-04,SE,renosterveld,NA,1
2019-12-04,SW,limestone,0.191097,1
2019-12-04,SW,sand,0.4667117,1
2019-12-04,SW,invasion,0.6487885,1
2019-12-04,SW,sandstone,0.4864434,1
2019-12-04,SW,grass,NA,1
2019-12-04,SW,renosterveld,NA,1
2019-12-04,NW,limestone,0.133066,1
2019-12-04,NW,sandstone,0.4628225,1
2019-12-04,NE,limestone,0.206869,1
2019-12-04,NE,sand,0.2682672,1
2019-12-04,NE,invasion,0.5697558,1
2019-12-04,NE,sandstone,0.4367498,1
2019-12-04,NE,grass,NA,1
2019-12-04,NE,renosterveld,NA,1
2019-12-04,NW,sand,0.315002,1
2019-12-04,NW,invasion,0.6519306,1
2019-12-04,NW,grass,NA,1
2019-12-04,NW,renosterveld,NA,1
2019-12-07,SE,limestone,0.286385,1
2019-12-07,SE,sand,0.422129,1
2019-12-07,SE,invasion,0.764558,1
2019-12-07,SE,sandstone,0.483202,1
2019-12-07,SE,grass,0.3913043,1
2019-12-07,SE,renosterveld,0.3428088,1
2019-12-07,SW,limestone,0.1685864,1
2019-12-07,SW,sand,0.4977353,1
2019-12-07,SW,invasion,0.5761922,1
2019-12-07,SW,sandstone,0.4272839,1
2019-12-07,SW,grass,0.6901893,1
2019-12-07,SW,renosterveld,0.3200235,1
2019-12-07,NW,limestone,0.1978861,1
2019-12-07,NW,sandstone,0.3967119,1
2019-12-07,NE,limestone,NA,1
2019-12-07,NE,sand,0.4505735,1
2019-12-07,NE,invasion,0.6763203,1
2019-12-07,NE,sandstone,0.3965087,1
2019-12-07,NE,grass,0.2967742,1
2019-12-07,NE,renosterveld,0.3103933,1
2019-12-07,NW,sand,0.4677983,1
2019-12-07,NW,invasion,0.6824034,1
2019-12-07,NW,grass,0.7458101,1
2019-12-07,NW,renosterveld,0.3347079,1
2019-12-09,SE,limestone,0.4001699,1
2019-12-09,SE,sand,0.37593,1
2019-12-09,SE,invasion,0.7881665,1
2019-12-09,SE,sandstone,0.4956395,1
2019-12-09,SE,grass,0.3339207,1
2019-12-09,SE,renosterveld,0.3617525,1
2019-12-09,SW,limestone,0.3966158,1
2019-12-09,SW,sand,0.4846626,1
2019-12-09,SW,invasion,0.6885007,1
2019-12-09,SW,sandstone,0.4505988,1
2019-12-09,SW,grass,0.6095764,1
2019-12-09,SW,renosterveld,0.3087045,1
2019-12-09,NW,limestone,0.449249,1
2019-12-09,NW,sandstone,0.4614831,1
2019-12-09,NE,limestone,0.4406852,1
2019-12-09,NE,sand,0.4462849,1
2019-12-09,NE,invasion,0.6922478,1
2019-12-09,NE,sandstone,0.4634146,1
2019-12-09,NE,grass,0.2742008,1
2019-12-09,NE,renosterveld,0.3308318,1
2019-12-09,NW,sand,0.462867,1
2019-12-09,NW,invasion,0.6650134,1
2019-12-09,NW,grass,0.610472,1
2019-12-09,NW,renosterveld,0.3227964,1
2019-12-12,SE,limestone,0.3626003,1
2019-12-12,SE,sand,NA,1
2019-12-12,SE,invasion,NA,1
2019-12-12,SE,sandstone,NA,1
2019-12-12,SE,grass,NA,1
2019-12-12,SE,renosterveld,NA,1
2019-12-12,SW,limestone,0.3705472,1
2019-12-12,SW,sand,NA,1
2019-12-12,SW,invasion,NA,1
2019-12-12,SW,sandstone,NA,1
2019-12-12,SW,grass,NA,1
2019-12-12,SW,renosterveld,0.1525545,1
2019-12-12,NW,limestone,0.3846154,1
2019-12-12,NW,sandstone,NA,1
2019-12-12,NE,limestone,0.3285495,1
2019-12-12,NE,sand,NA,1
2019-12-12,NE,invasion,NA,1
2019-12-12,NE,sandstone,NA,1
2019-12-12,NE,grass,NA,1
2019-12-12,NE,renosterveld,0.2681992,1
2019-12-12,NW,sand,NA,1
2019-12-12,NW,invasion,NA,1
2019-12-12,NW,grass,NA,1
2019-12-12,NW,renosterveld,0.2679798,1
2019-12-14,SE,limestone,NA,1
2019-12-14,SE,sand,NA,1
2019-12-14,SE,invasion,NA,1
2019-12-14,SE,sandstone,NA,1
2019-12-14,SE,grass,NA,1
2019-12-14,SE,renosterveld,NA,1
2019-12-14,SW,limestone,NA,1
2019-12-14,SW,sand,0.0467128,1
2019-12-14,SW,invasion,NA,1
2019-12-14,SW,sandstone,NA,1
2019-12-14,SW,grass,NA,1
2019-12-14,SW,renosterveld,NA,1
2019-12-14,NW,limestone,0.1717621,1
2019-12-14,NW,sandstone,NA,1
2019-12-14,NE,limestone,NA,1
2019-12-14,NE,sand,NA,1
2019-12-14,NE,invasion,NA,1
2019-12-14,NE,sandstone,NA,1
2019-12-14,NE,grass,NA,1
2019-12-14,NE,renosterveld,NA,1
2019-12-14,NW,sand,NA,1
2019-12-14,NW,invasion,NA,1
2019-12-14,NW,grass,NA,1
2019-12-14,NW,renosterveld,NA,1
2019-12-17,SE,limestone,0.45671,1
2019-12-17,SE,sand,0.4044701,1
2019-12-17,SE,invasion,0.8414147,1
2019-12-17,SE,sandstone,0.5449871,1
2019-12-17,SE,grass,0.3112667,1
2019-12-17,SE,renosterveld,0.3564356,1
2019-12-17,SW,limestone,0.4120083,1
2019-12-17,SW,sand,0.5297806,1
2019-12-17,SW,invasion,0.7669683,1
2019-12-17,SW,sandstone,0.5235495,1
2019-12-17,SW,grass,0.6583996,1
2019-12-17,SW,renosterveld,0.3188491,1
2019-12-17,NW,limestone,0.4920071,1
2019-12-17,NW,sandstone,0.5160875,1
2019-12-17,NE,limestone,0.4497073,1
2019-12-17,NE,sand,0.4774624,1
2019-12-17,NE,invasion,0.7424789,1
2019-12-17,NE,sandstone,0.5104092,1
2019-12-17,NE,grass,0.2608696,1
2019-12-17,NE,renosterveld,0.3252236,1
2019-12-17,NW,sand,0.5185736,1
2019-12-17,NW,invasion,0.7408077,1
2019-12-17,NW,grass,0.6973225,1
2019-12-17,NW,renosterveld,0.3389005,1
2019-12-19,SE,limestone,NA,1
2019-12-19,SE,sand,0.2759494,1
2019-12-19,SE,invasion,0.5928311,1
2019-12-19,SE,sandstone,0.3897898,1
2019-12-19,SE,grass,0.2957305,1
2019-12-19,SE,renosterveld,NA,1
2019-12-19,SW,limestone,NA,1
2019-12-19,SW,sand,0.4335169,1
2019-12-19,SW,invasion,0.5681818,1
2019-12-19,SW,sandstone,0.3787434,1
2019-12-19,SW,grass,0.4229391,1
2019-12-19,SW,renosterveld,NA,1
2019-12-19,NW,limestone,NA,1
2019-12-19,NW,sandstone,0.3677567,1
2019-12-19,NE,limestone,NA,1
2019-12-19,NE,sand,0.3904924,1
2019-12-19,NE,invasion,0.5690748,1
2019-12-19,NE,sandstone,0.372217,1
2019-12-19,NE,grass,0.2321857,1
2019-12-19,NE,renosterveld,NA,1
2019-12-19,NW,sand,0.3919694,1
2019-12-19,NW,invasion,0.5551448,1
2019-12-19,NW,grass,0.3141573,1
2019-12-19,NW,renosterveld,NA,1
2019-12-22,SE,limestone,0.4232999,1
2019-12-22,SE,sand,0.4690058,1
2019-12-22,SE,invasion,0.7668246,1
2019-12-22,SE,sandstone,0.4963768,1
2019-12-22,SE,grass,0.3126273,1
2019-12-22,SE,renosterveld,0.3393855,1
2019-12-22,SW,limestone,0.4024071,1
2019-12-22,SW,sand,0.426547,1
2019-12-22,SW,invasion,0.6909091,1
2019-12-22,SW,sandstone,0.4460808,1
2019-12-22,SW,grass,0.6198961,1
2019-12-22,SW,renosterveld,0.2882992,1
2019-12-22,NW,limestone,0.4750979,1
2019-12-22,NW,sandstone,0.4631916,1
2019-12-22,NE,limestone,0.447496,1
