calendar_date,site,value,age,scale
2009-08-13,grass,0.6288,2931.4839151266256,1
2009-08-13,renosterveld,0.55,2931.4839151266256,1
2009-08-29,limestone,0.5647,2931.5277207392196,1
2009-08-29,sand,0.5292,2931.5277207392196,1
2009-08-29,invasion,0.7827000000000001,2931.5277207392196,1
2009-08-29,sandstone,0.6557000000000001,2931.5277207392196,1
2009-08-29,grass,0.5178,2931.5277207392196,1
2009-08-29,renosterveld,0.5827,2931.5277207392196,1
2009-09-14,limestone,0.5515,2931.5715263518136,1
2009-09-14,sand,0.5707,2931.5715263518136,1
2009-09-14,invasion,0.6739,2931.5715263518136,1
2009-09-14,sandstone,0.61240000000000006,2931.5715263518136,1
2009-09-14,grass,0.5687,2931.5715263518136,1
2009-09-14,renosterveld,0.5503,2931.5715263518136,1
2009-09-30,limestone,0.5013000000000001,2931.615331964408,1
2009-09-30,sand,0.4912,2931.615331964408,1
2009-09-30,invasion,0.7501,2931.615331964408,1
2009-09-30,sandstone,0.5872,2931.615331964408,1
2009-09-30,grass,0.5465,2931.615331964408,1
2009-09-30,renosterveld,0.5133,2931.615331964408,1
2009-10-16,limestone,0.5109,2931.659137577002,1
2009-10-16,sand,0.49260000000000004,2931.659137577002,1
2009-10-16,invasion,0.7367,2931.659137577002,1
2009-10-16,sandstone,0.6001000000000001,2931.659137577002,1
2009-10-16,grass,0.5555,2931.659137577002,1
2009-10-16,renosterveld,0.4852,2931.659137577002,1
2009-11-01,limestone,0.5304,2931.702943189596,1
2009-11-01,sand,0.4622,2931.702943189596,1
2009-11-01,invasion,0.7222000000000001,2931.702943189596,1
2009-11-01,sandstone,0.5336000000000001,2931.702943189596,1
2009-11-01,grass,0.5224,2931.702943189596,1
2009-11-01,renosterveld,0.46,2931.702943189596,1
2009-11-17,limestone,0.5092,2931.7467488021903,1
2009-11-17,sand,0.4812,2931.7467488021903,1
2009-11-17,invasion,0.6224000000000001,2931.7467488021903,1
2009-11-17,sandstone,0.5605,2931.7467488021903,1
2009-11-17,grass,0.5323,2931.7467488021903,1
2009-11-17,renosterveld,0.4933,2931.7467488021903,1
2009-12-03,limestone,0.5186000000000001,2931.7905544147843,1
2009-12-03,sand,0.47450000000000003,2931.7905544147843,1
2009-12-03,invasion,0.6788000000000001,2931.7905544147843,1
2009-12-03,sandstone,0.5797,2931.7905544147843,1
2009-12-03,grass,0.5116,2931.7905544147843,1
2009-12-03,renosterveld,0.4384,2931.7905544147843,1
2009-12-19,limestone,0.5236000000000001,2931.8343600273784,1
2009-12-19,sand,0.5275000000000001,2931.8343600273784,1
2009-12-19,invasion,0.6901,2931.8343600273784,1
2009-12-19,sandstone,0.5559000000000001,2931.8343600273784,1
2009-12-19,grass,0.4258,2931.8343600273784,1
2009-12-19,renosterveld,0.336,2931.8343600273784,1
2010-01-01,limestone,0.44020000000000004,2931.869952087611,1
2010-01-01,sand,0.4728,2931.869952087611,1
2010-01-01,invasion,0.6962,2931.869952087611,1
2010-01-01,sandstone,0.5303,2931.869952087611,1
2010-01-01,grass,0.3658,2931.869952087611,1
2010-01-01,renosterveld,0.3435,2931.869952087611,1
2010-01-17,limestone,0.4934,2931.913757700205,1
2010-01-17,sand,0.4832,2931.913757700205,1
2010-01-17,invasion,0.7145,2931.913757700205,1
2010-01-17,sandstone,0.5618000000000001,2931.913757700205,1
2010-01-17,grass,0.3644,2931.913757700205,1
2010-01-17,renosterveld,0.34550000000000003,2931.913757700205,1
2010-02-02,limestone,0.4363,2931.9575633127993,1
2010-02-02,sand,0.49160000000000004,2931.9575633127993,1
2010-02-02,invasion,0.6839000000000001,2931.9575633127993,1
2010-02-02,sandstone,0.5449,2931.9575633127993,1
2010-02-02,grass,0.45130000000000003,2931.9575633127993,1
2010-02-02,renosterveld,0.334,2931.9575633127993,1
2010-02-18,limestone,0.49110000000000004,2932.0013689253938,1
2010-02-18,sand,0.4917,2932.0013689253938,1
2010-02-18,invasion,0.6875,2932.0013689253938,1
2010-02-18,sandstone,0.6573,2932.0013689253938,1
2010-02-18,grass,0.435,2932.0013689253938,1
2010-02-18,renosterveld,0.3929,2932.0013689253938,1
2010-03-06,limestone,0.4565,2932.045174537988,1
2010-03-06,sand,0.496,2932.045174537988,1
2010-03-06,invasion,0.6900000000000001,2932.045174537988,1
2010-03-06,sandstone,0.6077,2932.045174537988,1
2010-03-06,grass,0.466,2932.045174537988,1
2010-03-06,renosterveld,0.38380000000000003,2932.045174537988,1
2010-03-22,limestone,0.5933,2932.088980150582,1
2010-03-22,sand,0.5718,2932.088980150582,1
2010-03-22,invasion,0.7784000000000001,2932.088980150582,1
2010-03-22,sandstone,0.652,2932.088980150582,1
2010-03-22,grass,0.5915,2932.088980150582,1
2010-03-22,renosterveld,0.5128,2932.088980150582,1
2010-04-07,limestone,0.5131,2932.132785763176,1
2010-04-07,sand,0.5459,2932.132785763176,1
2010-04-07,invasion,0.7705000000000001,2932.132785763176,1
2010-04-07,sandstone,0.6208,2932.132785763176,1
2010-04-07,grass,0.5631,2932.132785763176,1
2010-04-07,renosterveld,0.46880000000000005,2932.132785763176,1
2010-04-23,limestone,0.5776,2932.17659137577,1
2010-04-23,sand,0.5527000000000001,2932.17659137577,1
2010-04-23,invasion,0.7446,2932.17659137577,1
